Key,Description,en,it
Text_915188,VT Text,AUTO,AUTO
releaseLabel_912934,UI Text,RELEASE,SGANCIA
loalText_299878,HUD when lock-on-after-launch AGM mode is active,LOAL,"LOAL
"
Label_915698,UI Text,SPEED,VELOCITA'
Label_916182,UI Text,HULL,SCAFO
Label_913628,UI Text,VERT,VERT
ASLText_915472,UI Text,ASL,ASL
RDRAltText_911650,UI Text,RDR,RDR
Text_912910,UI Text,[ COLLISION      WARNING ],[COLLISIONE  ATTENZIONE]
Text_915452,UI Text,[ STALL          WARNING ],[STALLO  ATTENZIONE
Label_914952,UI Text,HDG,HDG
HudBrakeLock_912300,UI Text,[ BRAKE LOCK ],[ FRENO DI PARCHEGGIO]
Text_913428,UI Text,-[ CHECK GEAR ]-,-[ CONTROLLA CARRELLO ]-
Label_913926,UI Text,"HVR
ALT","HVR
ALT"
Label_912198,UI Text,BRAKE,FRENO
Label_916010,UI Text,"RDR
BORESIGHT","RDR
BORESIGHT"
HudWingFold_914040,UI Text,[ WING FOLD ],[ ALI CHIUSE]
Label_912968,UI Text,TILT,TILT
Text_409944,UI Text,PULL UP!,TIRA SU!
PresetsLabel_912374,UI Text,LAYOUT SET,IMPOSTA LAYOUT
PortalPresetButton1_913502,VR Interactable,Preset 1,Preset 1
PortalPresetButton2_914226,VR Interactable,Preset 2,Preset 2
PortalPresetButton3_913676,VR Interactable,Preset 3,Preset 3
PortalPresetButton4_912162,VR Interactable,Preset 4,Preset 4
Saved_911584,UI Text,SAVED,SALVATO
Text_914576,UI Text,"LAUNCH
WARNING","LANCIO
MISSILE"
Text_412452,UI Text,MWS,MWS
MastCautFlash_915446,VR Interactable,Dismiss,Annulla
Text_912896,UI Text,"MASTER
CAUTION","ALLARME
ATTENZIONE"
Text_930208,UI Text,AB,AB
Text_410182,UI Text,SHOOT,SPARA
ClrWptButton_911890,VR Interactable,Clear Waypoint,Rimuovi Waypoint
txt_914312,UI Text,CLR WPT,CLR WPT
AltModeButton_914516,VR Interactable,Altitude Mode,Modalità Altitudine
txt_914352,UI Text,ALT MODE,ALT MODE
ChaffLabel_410848,UI Text,CHAFF,CHAFF
FlareLabel_412694,UI Text,FLARE,FLARE
FuelInfoButton_413878,VR Interactable,Show Fuel,Mostra Benzina
txt_411628,UI Text,FUEL,BENZINA
AutoPilotDisplayButton_409942,VR Interactable,Show Autopilot,Mostra Autopilota
txt_412918,UI Text,AUTOPILOT,AUTOPILOTA
AltAPButton_411832,VR Interactable,Altitude AP,AP Altitudine
txt_413182,UI Text,ALT,ALT
HeadingAPButton_414054,VR Interactable,Heading AP,Direzione AP
NavAPButton_411372,VR Interactable,Nav Waypoint AP,Nav Waypoint AP
txt_410280,UI Text,NAV,NAV
APOffButton_413514,VR Interactable,AP Off,AP Off
txt_413324,UI Text,OFF,OFF
HeadingRight_415110,VR Interactable,Heading Right,Direzione Destra
HeadingLeft_411474,VR Interactable,Heading Left,Direzione Sinistra
AltUp_410754,VR Interactable,Alt +,Alt +
AltDown_413378,VR Interactable,Alt -,Alt -
Text (1)_395816,UI Text,FUEL,BENZINA
Text_914572,Internal fuel,INTERNAL,INTERNO
Text_912264,External Fuel,EXTERNAL,ESTERNO
fuelDrainLabel_916118,UI Text,FUEL DRAIN,CONSUMO BENZINA
estTimeLabel_913460,UI Text,EST TIME,TEMPO STIMATO
estDistLabel_913976,UI Text,"EST DIST
",DISTANZA STIMATA
twrLabel_914716,UI Text,MAX TWR,MAX TWR
SwapButton_916316,VR Interactable,Swap Displays,Scambia Display
Text_911674,UI Text,SWAP,SCAMBIA
MenuButton_911602,VR Interactable,Open Menu,Apri Menù
Text_913308,UI Text,MENU,MENU
HideSubsButton_915178,TSD window config,Hide Subportals,Nascondi Portelli
ShowSubsButton_916154,TSD window config,Show Subportals,Mostra Portelli
MaximizeButton_915918,TSD window config,Maximize,Massimizza
UnMaximizeButton_911968,TSD window config,Return,Ritorna
SubButtonLeft_912568,VR Interactable,Interactable,Interagibile
RadarPwrButton_911576,VR Interactable,Radar Power,Interruttore Radar
txt_3677856,UI Text,RDR PWR,RDR PWR
SOI Button_915502,VR Interactable,Toggle SOI,Imposta SOI
txt_913014,UI Text,SOI,SOI
ResetButton_912504,VR Interactable,Reset View,Resetta Vista
txt_914802,UI Text,RESET,RESET
ZoomInButton_915158,VR Interactable,Zoom +,Zoom +
ZoomOutButton_914052,VR Interactable,Zoom -,Zoom -
txt_911592,UI Text,"Z
O
O
M","Z
O
O
M"
AltUpButton_915856,VR Interactable,Target Altitude Up,Obiettivo Quota Su
AltDownButton_915176,VR Interactable,Target Altitude Down,Obiettivo Quota Giù
GPS-S Button_912284,VR Interactable,Send GPS Target,Manda Bersaglio GPS
txt_913488,UI Text,GPS-S,GPS-S
FuelWPButton_913116,VR Interactable,Set Fuel Waypoint,Seleziona Waypoint Benzina
txt_394682,UI Text,FUEL,BENZINA
RTBWPButton_915740,VR Interactable,Set RTB Waypoint,Seleziona Waypoint RTB
txt_911618,UI Text,RTB,RTB
ObjWpButton_915190,VR Interactable,Set Objective Waypoint,Imposta Waypoint Obiettivo
txt_912214,UI Text,OBJ,OBJ
ModeButton_931214,VR Interactable,Toggle Rotation Mode,Imposta Modalità Rotazione
tgpMode (1)_912938,UI Text,MODE,MODE
Subsized_393072,UI Text,NAV,NAV
PrevButton_911806,VR Interactable,Previous Objective,Obiettivo Precedente
txt_915846,UI Text,PREV,PREV
NextButton_912640,VR Interactable,Next Objective,Obiettivo Successivo
txt_911854,UI Text,NEXT,PROSSIMO
WptButton_915876,VR Interactable,Set Waypoint,Imposta Waypoint
txt_912902,UI Text,SET WPT,SET WPT
MissionText_913922,UI Text,OBJECTIVES,OBJECTIVES
Title_915150,UI Text,Spectator Camera,Camera Spettatore
PreviewBtn_912556,VR Interactable,Toggle Preview,Attiva/Disattiva Anteprima
txt_914652,UI Text,PREVIEW,ANTEPRIMA
AutoFOVText_913340,UI Text,AutoFOV,AutoFOV
StartButton_912580,VR Interactable,Start,Avvia
txt_929168,UI Text,START,AVVIA
StopButton_916412,VR Interactable,Stop,Stop
txt_391880,UI Text,STOP,STOP
ModeButton_912112,VR Interactable,Switch Modes,Cambia Modalità
RandBtn_913264,VR Interactable,Random Modes,Modalità Casuale
txt_912466,UI Text,RAND,RAND
FovBtn_915130,VR Interactable,Change FOV,Cambia FOV
txt_916254,UI Text,FOV,FOV
AudioBtn_913514,VR Interactable,Toggle Audio,Attiva/Disattiva Audio
LookModeBtn_911888,VR Interactable,Toggle Look Mode,Cambia Modalità Vista
txt_913042,UI Text,LOOK,VISTA
AutoResetBtn_914756,VR Interactable,Toggle Auto Reset,Attiva/Disattiva Auto Reset
AutoResetTimeBtn_915938,VR Interactable,Cycle Reset Time,Ciclo Tempo Reset
SSBtn_911784,VR Interactable,4k Screenshot,Screenshot 4K
txt_915184,UI Text,SS,SS
Subsized_911678,UI Text,SPEC CAM,SPEC CAM
ToggleCMSModeButton_317010,VR Interactable,Toggle Mode,Cambia Modalità
eqNameText_930458,UI Text,VEHICLE OPTIONS,OPZIONI VEICOLO
JoyModeText_916046,VR Interactable,Joystick Mode,Modalità Stick
JoyModeText_txt_-2288018,UI Text,JOYSTICK MODE,MODALITA' STICK
JoySensText_-6385166,VR Interactable,Joystick Sensitivity,Sensibilità Stick
JoySensText_txt_-2287244,UI Text,JOY SENS,SENS STICK
UnitsButton_2553924,VR Interactable,Unit Options,Opzioni Unità
UnitsButton_txt_-3699322,UI Text,UNITS,UNITS
AltWarnButton_265846,VR Interactable,Altitude Warning Options,Opzioni Avviso Altitudine
AltWarnButton_txt_-3700084,UI Text,ALT WARNING,AVVISO ALTITUDINE
eqNameText_412380,UI Text,UNIT OPTIONS,OPZIONI UNITA'
UnitsButton_270412,VR Interactable,Altitude Units,Unità Altitudine
AltModeLabel_txt_-2237336,UI Text,Alt Units,Unità ALT
DistModeLabel_913734,VR Interactable,Distance Units,Unità Distanza
DistModeLabel_txt_-2238442,UI Text,Dist Units,Unità Dist
SpeedModeLabel_913492,VR Interactable,Speed Units,Unità Velocità
SpeedModeLabel_txt_-2239208,UI Text,Speed Units,Unità Velocità
BackButton_929148,VR Interactable,Return to SMS,Ritorna al SMS
txt_916098,UI Text,RETURN,RITORNA
eqNameText_415092,UI Text,ALTITUDE WARNINGS,AVVISO ALTITUDINE
title_414582,UI Text,MIN ALTITUDE,ALTITUDINE MINIMA
up_403726,VR Interactable,Min Alt +,Min Alt +
down_403970,VR Interactable,Min Alt -,Min Alt -
title_412346,UI Text,MAX ALTITUDE,MAX ALTITUDINE
up_404106,VR Interactable,Max Alt +,Max Alt +
down_403400,VR Interactable,Max Alt -,Max Alt -
ToggleModeButton_400002,VR Interactable,Toggle Altitude Mode,Modalità Altitudine
Subsized_914204,UI Text,OPTION,OPZIONI
wpnInfoInteractable_913170,VR Interactable,Config,Configura
txt_916366,UI Text,MASTER SAFE,SICURA
BayOverridesButton_930920,VR Interactable,Weapon Bay Door Overrides,Override Porta Baia Armi
txt_930770,UI Text,"BAY DOOR
OVERRIDES","OVERRIDE
PORTA BAIA"
FuelConfigButton_-387262,VR Interactable,Fuel Configuration,Configurazione Benzina
txt_413290,Fuel Config Button,"FUEL
CONFIG","CONFIGURA
BENZINA"
ModeButton_-387576,VR Interactable,Action Mode,Modalità Azione
CMSConfigButton_414354,VR Interactable,CMS Configuration,Configurazione CMS
txt_409780,CMS Config Button,CMS,CMS
armedInteractable_-50098,SMS equip arming button,Toggle Arming,Attiva/Disattiva Armamento
jettisonText_152168,SMS equip jettison button,JETTISON,Jettison
jettisonInteractable_-49280,SMS equip jettison button,Toggle Jettison,Attiva/Disattiva Sgancio
eqNameText_413016,UI Text,"WEAPON BAY DOOR
OVERRIDES","OVERRIDE
PORTA BAIA ARMI"
SideBayLeftOverride_930680,VR Interactable,Toggle Bay Override,Attiva/Disattiva Override Baia
optionLabel_929256,UI Text,SIDE BAY LEFT,BAIA LATO SINISTRO
optionLabel_930046,UI Text,SIDE BAY RIGHT,LATO BAIA DESTRA
optionLabel_930498,UI Text,MAIN BAY LEFT,BAIA PRINCIPALE SINISTRA
optionLabel_929734,UI Text,MAIN BAY RIGHT,BAIA PRINCIPALE DESTRA
optionLabel_930724,UI Text,ALL BAYS,TUTTE LE BAIE
eqNameText_414772,UI Text,FUEL CONFIG,CONFIG BENZ
BingoAdjustTitle_-439040,UI Text,BINGO LEVEL,BINGO LEVEL
BingoUp_-438640,VR Interactable,Bingo +,Bingo +
BingoDown_-438642,VR Interactable,Bingo -,Bingo -
FuelDumpTitle_414318,UI Text,FUEL DUMP,SCARICO BENZINA
StartDumpButton_409584,Start Fuel Dump,Start Dump,Inizia Scarico
txt_414010,Start Fuel Dump,START,AVVIA
StopDumpButton_409644,Stop Fuel Dump,Stop Dump,Ferma Scarico
txt_414948,Stop Fuel Dump,STOP,STOP
cmsUINameText_319304,UI Text,COUNTERMEASURE SYSTEM,SISTEMA CONTROMISURE
Chaff_396040,VR Interactable,Toggle Chaff,Attiva/Disattiva Chaff
titleText_412036,UI Text,CHAFF,CHAFF
Flares_395820,VR Interactable,Toggle Flares,Attiva/Disattiva Flares
titleText_319618,UI Text,FLARES,FLARES
txt_413196,CMS Release Mode,RELEASE MODE,MODALITA' RILASCIO
RateAdjustTitle_321828,UI Text,RELEASE RATE,RATEO DI RILASCIO
RateUp_318734,VR Interactable,Rate +,Rate +
RateDown_317472,VR Interactable,Rate -,Rate -
Subsized_912990,UI Text,SMS,SMS
Subsized_dumpTxt_410998,UI Text,FUEL DUMP,SCARICO BENZINA
title_911810,UI Text,"LOCK
B
R
A","LOCK
B
R
A"
OffObj_913268,UI Text,RADAR OFF,RADAR SPENTO
FOVText_916096,UI Text,BORESIGHT,BORESIGHT
txt_914320,UI Text,POWER,POWER
Text_916224,UI Text,RADAR,RADAR
FOVText ButtonLabel_912576,VR Interactable,Toggle Scan Angle,Cambia Angolo Scan
FOVText ButtonLabel_txt_-99372,UI Text,SCAN ANGLE,ANGOLO SCAN
RangePlusButton_914332,VR Interactable,Range +,Range +
RangeMinusButton_912506,VR Interactable,Range -,Range -
TgtsTitle_916300,UI Text,TARGETS,BERSAGLI
UpIcon_912786,VR Interactable,Prev Target,Bersaglio Precedente
DnIcon_914006,VR Interactable,Next Target,Bersaglio Successivo
MoveDnIcon_912108,VR Interactable,Move Down,Muovi Giù
MoveUpIcon_911912,VR Interactable,Move Up,Muovi Su
GroupsTitle_914306,UI Text,GROUPS,GRUPPI
GroupsDown_912348,VR Interactable,Next Group,Gruppo Successivo
GroupsUp_915390,VR Interactable,Prev Group,Gruppo Precedente
DelTgt_913348,delete gps target interactable tooltip,Delete Target,Elimina Bersaglio
DelTgt_txt_-102726,delete gps target button label,"DELETE
TARGET","ELIMINA
BERSAGLIO"
DelGrp_915250,delete gps group button tooltip,Delete Group,Elimina Gruppo
DelGrp_txt_-103580,delete gps group button label,"DELETE
GROUP",ELIMINA GRUPPO
NewGrp_911746,new gps group button tooltip,New Group,Nuovo Gruppo
NewGrp_txt_-104494,new gps group button label,"NEW
GROUP","NUOVO 
GRUPPO"
pathLabel_915232,gps group path mode tooltip,Toggle Path Mode,Attiva/Disattiva Path Mode
gpsWptButton_txt_-106506,set gps point waypoint label,SET WPT,SET WPT
SendData_-6646600,Send GPS group to friendlies in multiplayer,Send Data,Invia Dati
SendData_txt_-6646598,delete gps target button label,"SEND
DATA","INVIA
DATI"
Subsized_911596,UI Text,"GPS
TARGETS","BERSAGLI
GPS"
NoSignalText_913810,UI Text,NO SIGNAL,NESSUN SEGNALE
Text_915098,UI Text,AREA,AREA
Text_915864,UI Text,POINT,"PUNTO "
Text_915242,UI Text,IFF:FRIEND,IFF: ALLEATO
Text_914872,UI Text,IFF:FOE,IFF: NEMICO
HeadModeText_915908,UI Text,"USE HELMET VISOR/HMCS

AUGMENTED VIEW ENABLED","USA VISORE ELMETTO/HMCS

VISIONE AR ABILITATA"
gimbalLimit_913148,UI Text,GIMBAL LIMIT,LIMITE GIMBAL
ModeButton_914818,VR Interactable,Targeting Mode,Modalità Puntamento
SensButton_914330,VR Interactable,Sensor Mode,Modalità Sensore
txt_912372,UI Text,SENS,SENS
HeadButton_914894,VR Interactable,HMD Mode,Modalità HMD
tgpMode_914458,UI Text,HEAD,HEAD
FwdButton_912778,VR Interactable,Reset Forward,Reset Avanti
txt_916362,UI Text,FWD,FWD
GPS-S Button_915296,VR Interactable,GPS Send,GPS Invia
GPS-A Button_915520,VR Interactable,GPS Acquire,GPS Acquisisci
txt_913352,UI Text,GPS-A,GPS-A
ToWptButton_914462,VR Interactable,To Waypoint,Al Waypoint
txt_914632,UI Text,TO WPT,TO WPT
LIM Button_-7676696,VR Interactable,Toggle Limits Overlay,Attiva/Disattiva Overlay Limiti
txt_409782,UI Text,LIM,LIM
MarkerButton_5516312,VR Interactable,Laser Marker,Marcatore Laser
txt_5601166,Laser marker button text,MARK,MARK
PrevPageButton_912958,VR Interactable,Prev Page,Pagina Precedente
NextPageButton_915536,VR Interactable,Next Page,Pagina Successiva
BackButton_393686,VR Interactable,Back,Indietro
txt_912290,UI Text,CANCEL,CANCELLA
Title_915426,UI Text,COMMS,COMMS
Text_914552,UI Text,GAME MENU,MENU GIOCO
Play Area Text_399346,UI Text,PLAY AREA,AREA GIOCO
RecenterButton_913736,VR Interactable,Recenter Seat,Centra Sedile
txt_913580,UI Text,RECENTER,CENTRA
txt_911972,UI Text,MISSION,MISSIONE
txt_913088,UI Text,RESTART,RIAVVIA
RestartButton_911636,VR Interactable,Quicksave Menu,Menu Salvataggio Rapido
txt_410560,UI Text,QUICKSAVE,SALVATAGGIO RAPIDO
ExitButton_912780,VR Interactable,Exit Mission,Esci dalla Missione
txt_916092,UI Text,EXIT,ESCI
FlightLog Button_414124,VR Interactable,Flight Log,Registro di Volo
txt_409254,UI Text,LOG,LOG
PlayersButton_-29308950,VR Interactable,View Players,Vedi Giocatori
playerstxt_-29308946,UI Text,PLAYERS,GIOCATORI
NetworkButton_-29379578,VR Interactable,Network Analytics,Analisi Connessione
txt_527716,UI Text,NETWORK,CONNESSIONE
Text_916022,UI Text,"Sit comfortably
and press
[menu]
to recenter","Siediti comodo
e premi
[menu]
per centrare"
txt_410172,UI Text,Save to disk,Salva sul disco
saveText_-13568996,VR Interactable,Quicksave,Salvataggio Rapido
saveText_txt_-100236,quicksave button label,SAVE,SALVA
availableLabel_956208,UI Text,"SAVES
AVAILABLE:","SALVATAGGI
DISPONIBILI"
NoQsText_955496,UI Text,"QUICKSAVE
NOT AVAILABLE","SALVATAGGIO RAPIDO
NON DISPONIBILE"
lastSaveLabel_954396,UI Text,Last Save:,Ultimo Salvataggio:
loadText_-13568992,VR Interactable,Quickload,Caricamento Rapido
loadText_txt_-101050,quickload button label,LOAD,CARICA
PlayersReturnButton_520924,VR Interactable,Return,Ritorna
txt_525336,UI Text,RETURN,RITORNA
ManagePlayersButton_521164,VR Interactable,Manage Players,Gestisci Giocatori
txt_526582,UI Text,MANAGE,GESTISCI
upArrow_527248,VR Interactable,Scroll Up,Scorri Su
downArrow_521412,VR Interactable,Scroll Down,Scorri Giù
netAnalyticsTtle_-29380092,UI Text,vt net analytics,Vt net analystics
NetworkReturnButton_521328,VR Interactable,Return,Ritorna
txt_523966,UI Text,RETURN,Ritorna
ScaleButton_393616,VR Interactable,Zoom +,Zoom +
ScaleButton (1)_410406,VR Interactable,Zoom -,Zoom -
braLabel_916212,UI Text,"B
R
A","B
R
A"
MHLabel_911876,UI Text,"M
H","M
H"
SlewTGPButton_912226,VR Interactable,Slew EOTS,Slew EOTS
txt_916166,UI Text,EOTS,EOTS
RadarAngleButton_913540,VR Interactable,Sweep Angle,Angolo Scan
txt_912826,Radar angle label,ANGLE,ANGOLO
RadarPointButton_5515842,VR Interactable,Toggle Point Track,Attiva/Disattiva Traccia Punto
txt_5602762,Radar point lock label,POINT,PUNTO
RadarSettingsButton_914450,VR Interactable,Radar Settings,Impostazioni Radar
RadarPowerButton_911976,VR Interactable,Show Allies,Mostra Alleati
txt_914476,UI Text,ALLY,ALLEATO
HUDFoeButton_411098,VR Interactable,Show Foes,Mostra Nemici
txt_414072,TSD HUD filter,FOE,NEMICI
HUDAirButton_411548,VR Interactable,Show Air,Mostra Aria
txt_410524,TSD HUD filter,AIR,ARIA
HUDGroundButton_411390,VR Interactable,Show Ground,Mostra Terrestri
txt_412394,TSD HUD filter,GRND,GRND
HUDMissileButton_414516,VR Interactable,Show Missiles,Mostra Missili
txt_412204,TSD HUD filter,MSSL,MSSL
HUDSettingsButton_414214,VR Interactable,HUD Settings,Impostazioni HUD
txt_915874,UI Text,HUD,HUD
typeText_913752,UI Text,GPS,GPS
braLabel_912824,UI Text,"B
R","B
R"
ResetViewButton_-34018362,VR Interactable,Reset View,Resetta Vista
txt_222022,UI Text,RESET,RESET
Subsized_915030,UI Text,TSD,TSD
MFD1PowerInteractable_912850,VR Interactable,MFD Power,Interruttore MFD
MFDBrightnessKnob_916384,VR Interactable,MFD Brightness,Luminosità MFD
HMCSPowerInteractable_914036,VR Interactable,HMD Power,Interruttore HMD
HUDBrightKnob_915916,VR Interactable,HUD Brightness,Luminosità HUD
masterArmSwitchInteractable_912532,VR Interactable,Master Arm Switch,Interruttore Master Arm
coverSwitchInteractable_masterArm_915432,VR Interactable,Switch Cover,Muovi Cover
raiseSeatInter_915664,VR Interactable,Raise Seat,Alza Sedile
lowerSeatInter_915488,VR Interactable,Lower Seat,Abbassa Sedile
visorButtonInteractable_-7865812,VR Interactable,Toggle Visor,Attiva/Disattiva Visore
nvgButtonInteractable_-7865816,VR Interactable,Toggle NVG,Attiva/Disattiva Visore Notturno
clearButton_4853888,Clear joined/left notifications,Clear,Rimuovi
info_userLeft,UI Text,has left!,è uscito!
membersTitle_6548730,UI Text,Invite Friends,Invita Amici
ToggleMute_-118434,VR Interactable,Toggle Mute,Attiva/Disattiva Audio
Kick_-113880,VR Interactable,Kick,Espelli
kickText_-113882,UI Text,Kick,Espelli
Ban_-116098,VR Interactable,Block,Blocca
banText_-116094,UI Text,Block,Blocca
ScrollInteractable_-645206,VR Interactable,Scroll,Scorri
ErrorOKButton_-8378960,VR Interactable,Okay,Okay
okText_-8378962,UI Text,Cancel,Cancella
Deny_1950982,VR Interactable,Cancel,Cancella
Invite_-47166,VR Interactable,Invite,Invita
inviteText_-47202,UI Text,Invite,Invita
invitedText_-48900,UI Text,Invited,Invitato
GearInteractable_911944,VR Interactable,Landing Gear,Carrello d'Atterraggio
WingSwitchInteractable_915584,VR Interactable,Wing Fold,Piegamento Ali
JettisonSwitchInteractable_916390,VR Interactable,Jettison Switch,Interruttore Sgancio
vtAPButton_916132,VR Interactable,Vertical Control AP Mode,Modalità Controllo Verticale AP
parkingBrakeInteractable_913796,VR Interactable,Parking Brake,Freno di Parcheggio
LandingLightInteractable_916204,VR Interactable,Landing Lights,Luci d'atterraggio
StrobLightInteractable_914704,VR Interactable,Strobe Lights,Luci Strobo
NavLightInteractable_913426,VR Interactable,Nav Lights,Luci di Navigazione
FormationGlowInteractable_915506,VR Interactable,Formation Lights,Luci di Formazione
InsturmentLightInteractable_930484,VR Interactable,Instrument Lights,Luci Strumenti
LabelBrightnessKnob_929958,VR Interactable,Instrument Brightness,Luminosità Strumenti
RadioVolumeKnob_912288,VR Interactable,Radio Volume,Volume Radio
PrevButton_912222,VR Interactable,Prev Song,Canzone Precedente
NextButton_915694,VR Interactable,Next Song,Canzone Successiva
radioPlayPauseInteractable_914658,VR Interactable,Play/Pause,Play/Pausa
CatHookInteractable_914178,VR Interactable,Launch Bar,Barra di Lancio
FuelPort_916140,VR Interactable,Fuel Port,Sportello Benzina
HookInteractable_914364,VR Interactable,Arrestor Hook,Gancio d'Arresto
engineSwitchInteractable_914400,VR Interactable,Engine,Motore
mainBattSwitchInteractable_916302,VR Interactable,Main Battery,Batteria Principale
apuSwitchInteractable_916246,VR Interactable,Auxilliary Power,APU
CommsVolumeKnob_953158,VR Interactable,Comm Radio Volume,Volume Comm Radio
Text_95182,UI Text,"GAME WINDOW
NOT IN FOCUS","FINESTRA DI GIOCO
NON IN PRIMO PIANO"
RadioInteractable_2581494,VR Interactable,Radio Mode,Modalità Radio
RadioChannelInteractable_2581172,VR Interactable,Radio Channel,Canale Radio
CommsVolumeKnobMP_-18677120,VR Interactable,Team Radio Volume,Volume Radio Squadra
CanopyInteractable_914266,VR Interactable,Canopy Switch,Interruttore Canopy
CamcorderObj_385876,VR Interactable,Move Camera,Muovi Camera
throttleInteractable_915500,VR Interactable,Throttle,Manetta
Label (1)_956422,UI Text,QUICK START,AVVIO RAPIDO
Label (1)_954266,UI Text,QUICK FLY,VOLO RAPIDO
